"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried"
"51",55,1,12,45,1,3,1,5,1,3,4,4,1
"51",55,2,12,46,2,5,2,5,1,1,4,3,1
"51",55,3,12,47,1,4,2,5,1,2,5,5,1
"51",55,4,12,48,1.0625,3,5,5,1,3,2.82352941176471,4,1
"51",55,1,13,49,2,4,3,5,1,3,4,4,1
"51",55,2,13,50,1.0625,4,2,5,1,1,2.82352941176471,4,1
"51",55,3,13,51,1,2,4,5,1,4,5,4,1
"51",55,4,13,52,3,3,5,5,1,4,3,4,2
"51",55,1,14,53,2,4,1,1,2,1,3,2,5
"51",55,2,14,54,1,3,3,4,1,3,5,3,1
"51",55,3,14,55,2,4,2,3,1,1,4,4,2
"51",55,4,14,56,2,3,1,5,1,3,4,4,1
"51",55,1,15,57,1,4,1,3,1,2,4,5,2
"51",55,2,15,58,1,5,1,3,1,2,5,4,1
"52",40,1,1,1,2,4,4,3,2,2,3,4,3
"52",40,2,1,2,1,4,4,3,2,3,3,3,3
"52",40,4,1,4,2,4,3,4,2,2,3,3,2
"52",40,1,2,5,2,3,2,3,2,3,4,4,2
"52",40,3,2,7,2,3,4,3,2,3,4,3,3
"52",40,4,2,8,2,4,2,3,2,3,4,3,3
"52",40,2,3,10,2,4,2,3,2,2,3,4,3
"52",40,3,3,11,2,3,3,3,2,3,4,3,2
"52",40,4,3,12,2,2,2,4,2,4,4,4,2
"52",40,2,4,14,2,3,2,3,2,3,3,3,3
"52",40,3,4,15,2,4,3,4,2,2,4,3,3
"52",40,4,4,16,2,2,3,4,2,3,3,3,2
"52",40,2,5,18,2,2,4,4,2,3,4,3,2
"52",40,3,5,19,2,3,2,3,2,3,4,3,2
"52",40,4,5,20,2,3,2,3,2,3,4,4,2
"52",40,3,6,23,2,3,2,3,2,2,4,4,3
"52",40,4,6,24,2,3,2,4,2,3,4,4,2
"52",40,1,7,25,1.0625,4,3,3,2,2,2.82352941176471,3,3
"52",40,2,7,26,3,4,2,3,2,2,3,3,3
"52",40,3,7,27,2,3,2,4,2,3,3,4,3
"52",40,1,8,29,2,4,3,3,2,2,3,3,3
"52",40,3,8,31,2,3,2,3,2,4,4,4,2
"52",40,4,8,32,2,3,2,3,2,3,4,4,2
"52",40,1,9,33,1,3,2,4,1,4,4,4,2
"52",40,2,9,34,1,3,2,2,2,3,3,3,3
"52",40,3,9,35,2,3,3,4,3,3,3,4,3
"52",40,2,10,38,2,3,3,3,2,3,3,3,3
"52",40,3,10,39,2,3,3,4,2,3,4,4,3
"52",40,4,10,40,3,2,2,4,2,4,3,4,3
"52",40,1,11,41,2,3,2,3,1,4,4,4,3
"52",40,3,11,43,2,3,2,4,1,3,4,4,2
"52",40,4,11,44,3,2,2,4,2,4,3,4,3
"52",40,3,12,47,2,3,2,3,2,3,3,4,2
"52",40,1,13,49,2,4,2,4,2,2,3,4,2
"52",40,2,13,50,2,3,2,3,2,2,3,3,3
"52",40,3,13,51,2,3,4,4,2,3,3,3,2
"52",40,1,14,53,2,3,2,4,2,3,4,4,2
"52",40,3,14,55,2,3,2,4,2,3,3,3,2
"52",40,4,14,56,3,4,4,4,3,2,3,3,3
"52",40,1,15,57,2,3,2,3,2,3,3,3,2
"54",47,3,1,3,1,1,1,5,1,4,4,5,1
"54",47,3,1,3,1,3,1,5,1,3,4,5,1
"54",47,4,1,4,1,3,1,5,1,3,4,4,1
"54",47,1,2,5,1,3,1,3,1,3,3,4,2
"54",47,2,2,6,1,3,1,4,1,4,4,4,1
"54",47,3,2,7,1,3,1,4,1,4,5,5,1
"54",47,4,2,8,1.0625,3,1,5,1,2,2.82352941176471,4,1
"54",47,1,3,9,1,3,1,4,1,3,4,3,2
"54",47,3,3,11,1,2,1,3,1,3,3,5,4
"54",47,4,3,12,1,3,2,4,1,3,3,3,2
"54",47,2,4,14,1,3,2,5,1,4,4,4,1
"54",47,3,4,15,1,3,2,3,1,3,4,4,2
"54",47,4,4,16,1,5,1,1,1,1,2,3,3
"54",47,1,5,17,1,2,1,5,1,4,5,5,1
"54",47,2,5,18,1.0625,3,2,3,1,1,2.82352941176471,4,3
"54",47,3,5,19,1,2,1,4,1,4,5,4,1
"54",47,4,5,20,1,2,1,4,1,4,4,4,1
"54",47,1,6,21,1,1,1,1,1,4,4,5,3
"54",47,2,6,22,1,1,1,1,1,3,4,5,1
"54",47,3,6,23,1,1,2,3,1,3,3,5,1
"54",47,4,6,24,1,2,1,4,1,5,4,5,1
"54",47,1,7,25,2,1,1,1,1,4,4,5,1
"54",47,2,7,26,1,1,1,5,1,4,5,5,1
"54",47,3,7,27,1,4,1,4,1,3,3,5,1
"54",47,4,7,28,1,4,1,3,1,4,5,4,1
"54",47,3,8,31,1.0625,2,1,4,1,2,2.82352941176471,5,1
"54",47,4,8,32,1.0625,4,2,4,1,2,2.82352941176471,3,1
"54",47,1,9,33,1,1,1,2,1,4,4,4,3
"54",47,2,9,34,1.0625,5,1,4,1,2,2.82352941176471,5,1
"54",47,3,9,35,1,4,2,3,1,3,3,5,1
"54",47,4,9,36,1,4,2,3,1,2,3,4,1
"54",47,1,10,37,1,2,1,3,1,3,3,4,1
"54",47,3,10,39,1,4,2,4,1,3,3,4,1
"54",47,4,10,40,1,3,2,3,1,3,3,5,1
"54",47,2,11,42,1,2,1,4,1,3,4,5,1
"54",47,3,11,43,1,1,1,3,1,4,4,5,1
"54",47,4,11,44,1,3,1,4,1,4,5,5,1
"54",47,1,12,45,1,2,1,3,1,4,4,5,1
"54",47,3,12,47,1,1,1,4,1,4,4,4,1
"54",47,1,13,49,1,3,1,3,1,1,3,5,1
"54",47,3,13,51,1,1,1,3,1,4,3,5,1
"54",47,4,13,52,1,3,1,4,1,3,4,5,1
"54",47,1,14,53,1,3,1,3,1,2,3,5,2
"54",47,2,14,54,1,3,2,3,1,3,3,3,2
"54",47,3,14,55,1,2,1,3,1,3,4,5,2
"54",47,1,15,57,1,3,1,3,1,3,4,5,1
"54",47,2,15,58,1,3,1,4,1,4,4,5,1
"61",90,2,1,2,2,2,3,4,4,4,4,4,2
"61",90,3,1,3,1,2,3,2,1,3,3,4,3
"61",90,4,1,4,1,5,3,3,1,2,2,2,1
"61",90,1,2,5,1.0625,5,3,2,3,2,2.82352941176471,2,2
"61",90,2,2,6,2,2,4,3,3,4,4,3,2
"61",90,3,2,7,1.0625,5,2,3,2,1,2.82352941176471,3,2
"61",90,4,2,8,1,1,2,3,1,4,4,5,2
"61",90,2,3,10,3,3,4,2,3,2,2,2,2
"61",90,3,3,11,1,2,3,3,1,3,4,3,1
"61",90,4,3,12,1.0625,4,2,2,2,1,2.82352941176471,3,3
"61",90,1,4,13,2,3,2,3,2,3,4,3,3
"61",90,2,4,14,1,4,2,3,2,2,3,4,3
"61",90,3,4,15,1.0625,5,2,2,2,1,2.82352941176471,3,3
"61",90,4,4,16,1,1,4,4,1,5,4,3,1
"61",90,1,5,17,1,3,2,1,3,3,3,2,2
"61",90,2,5,18,1,3,4,3,2,3,3,2,2
"61",90,3,5,19,1,1,2,4,1,4,4,4,2
"61",90,4,5,20,1.0625,5,2,3,1,1,2.82352941176471,3,2
"61",90,1,6,21,2,1,4,3,1,4,4,3,2
"61",90,2,6,22,1,4,3,3,1,3,4,3,1
"61",90,3,6,23,1.0625,4,3,4,1,1,2.82352941176471,3,2
"61",90,4,6,24,1,2,3,4,1,3,4,4,2
"61",90,1,7,25,1,3,2,1,2,2,3,3,2
"61",90,2,7,26,1.0625,4,4,3,1,1,2.82352941176471,3,2
"61",90,3,7,27,2,1,2,4,1,5,4,4,1
"61",90,4,7,28,1,1,3,5,1,4,4,4,1
"61",90,1,8,29,1,3,4,1,2,2,3,3,2
"61",90,2,8,30,1,5,3,2,2,1,3,2,3
"61",90,3,8,31,1,3,4,4,1,3,4,3,2
"61",90,4,8,32,1,1,4,5,1,5,4,2,1
"61",90,1,9,33,1,5,5,4,1,2,4,3,2
"61",90,2,9,34,1,5,3,4,1,2,4,4,1
"61",90,3,9,35,1,2,4,4,1,4,4,4,1
"61",90,4,9,36,2,3,4,3,1,4,3,3,2
"61",90,1,10,37,1,3,5,3,1,3,4,3,2
"61",90,2,10,38,1,2,4,2,2,2,4,3,2
"61",90,3,10,39,1,4,5,3,2,2,3,3,2
"61",90,4,10,40,1.0625,4,5,3,2,1,2.82352941176471,2,3
"61",90,1,11,41,1,2,2,3,1,4,4,3,2
"61",90,2,11,42,1,4,2,1,1,2,3,3,3
"61",90,3,11,43,1.0625,4,2,2,2,2,2.82352941176471,3,3
"61",90,4,11,44,1.0625,4,2,2,2,1,2.82352941176471,3,4
"61",90,2,12,46,1,1,3,2,1,3,4,3,3
"61",90,3,12,47,1.0625,5,3,1,2,1,2.82352941176471,2,3
"61",90,4,12,48,1,5,2,1,2,1,3,2,3
"61",90,1,13,49,1,2,3,3,1,3,4,3,2
"61",90,2,13,50,1,3,3,2,1,2,3,4,2
"61",90,3,13,51,1,2,3,3,1,4,4,4,2
"61",90,4,13,52,1,2,3,4,1,4,4,4,1
"61",90,1,14,53,1,3,2,1,1,4,4,3,2
"61",90,2,14,54,1.0625,4,4,3,1,2,2.82352941176471,3,2
"61",90,3,14,55,1,1,2,3,1,4,4,4,1
"61",90,4,14,56,1.0625,1,4,4,1,2,2.82352941176471,3,2
"61",90,1,15,57,1,2,2,3,1,5,4,4,1
"61",90,2,15,58,1,4,3,2,1,5,3,3,1
"61",90,3,15,59,1,2,2,3,1,3,4,4,2
"61",90,4,15,60,3,1,4,3,1,3,3,3,1
"61",90,1,16,61,1.0625,5,5,4,1,1,2.82352941176471,2,1
"61",90,2,16,62,1,3,2,4,1,3,4,3,1
"61",90,3,16,63,1,5,2,2,1,1,4,3,3
"61",90,4,16,64,3,3,2,1,2,2,2,2,4
"61",90,1,17,65,1.0625,5,5,3,1,1,2.82352941176471,1,2
"61",90,2,17,66,2,1,1,4,1,5,4,4,1
"61",90,3,17,67,3,4,2,2,2,2,2,3,2
"61",90,4,17,68,1,2,3,4,2,4,4,4,3
"61",90,1,18,69,1,2,1,1,1,3,4,3,3
"61",90,2,18,70,1,5,2,3,1,2,4,3,3
"61",90,3,18,71,1.0625,4,2,2,2,2,2.82352941176471,2,3
"61",90,4,18,72,2,4,2,3,2,2,3,4,3
"61",90,1,19,73,1,3,2,1,2,4,3,3,3
"61",90,2,19,74,2,2,3,1,2,2,3,2,3
"61",90,3,19,75,1,1,2,4,1,4,4,3,2
"61",90,4,19,76,2,4,1,1,2,2,3,3,3
"61",90,1,20,77,2,2,3,3,1,3,3,3,3
"61",90,2,20,78,1,4,2,2,1,3,3,3,3
"61",90,3,20,79,1.0625,3,5,1,2,1,2.82352941176471,2,4
"61",90,4,20,80,1,5,2,2,1,1,2,2,5
"61",90,1,21,81,1,4,2,1,1,2,3,3,1
"61",90,2,21,82,1.0625,4,5,4,1,1,2.82352941176471,1,1
"61",90,3,21,83,2,1,2,3,1,3,4,3,1
"61",90,4,21,84,1,1,4,4,1,3,4,4,1
"61",90,1,22,85,2,2,3,3,1,4,4,4,1
"61",90,2,22,86,1,1,3,3,1,4,4,4,1
"61",90,3,22,87,1,2,3,3,1,4,4,3,1
"61",90,4,22,88,1,2,2,4,1,4,5,4,1
"61",90,1,23,89,1.0625,5,5,3,1,1,2.82352941176471,1,1
"61",90,2,23,90,1,1,5,5,1,5,4,4,1
"61",90,3,23,91,1.0625,4,5,5,1,1,2.82352941176471,3,1
"61",90,4,23,92,1.0625,4,5,4,1,1,2.82352941176471,3,2
"61",90,1,24,93,1.0625,3,4,4,1,1,2.82352941176471,2,1
"68",25,2,1,2,1,3,1,3,1,3,4,4,2
"68",25,4,1,4,1,2,1,5,1,5,4,4,1
"68",25,2,2,6,1,1,1,5,1,5,5,5,1
"68",25,3,2,7,1.0625,5,2,3,2,1,2.82352941176471,3,3
"68",25,1,3,9,1.0625,3,3,4,1,2,2.82352941176471,3,1
"68",25,2,3,10,1,3,3,5,1,3,4,5,1
"68",25,4,3,12,1,2,2,5,1,4,4,4,1
"68",25,2,4,14,1,3,3,3,1,2,4,3,1
"68",25,3,4,15,1,1,1,4,1,4,5,5,1
"68",25,4,4,16,1,1,2,4,1,3,4,4,1
"68",25,3,5,19,1,5,1,1,3,1,4,2,4
"68",25,4,5,20,1,2,1,4,1,3,4,5,1
"68",25,3,6,23,1.0625,3,1,3,2,2,2.82352941176471,5,3
"68",25,1,7,25,1,2,2,4,1,3,4,4,1
"68",25,2,8,30,1,2,1,3,1,3,4,4,1
"68",25,4,8,32,1,3,1,2,2,2,4,4,1
"68",25,1,9,33,1,4,1,2,3,2,4,5,3
"68",25,2,9,34,1.0625,4,4,3,2,2,2.82352941176471,3,2
"68",25,2,10,38,1,1,1,5,1,4,4,5,1
"68",25,4,10,40,1,2,2,4,2,3,4,3,1
"68",25,1,11,41,1.0625,3,1,1,1,2,2.82352941176471,2,3
"68",25,2,11,42,1,1,2,4,1,4,4,4,2
"68",25,3,12,47,1,2,1,3,2,3,4,3,3
"68",25,1,15,57,1,5,1,2,2,2,4,5,4
"68",25,3,15,59,1,3,3,3,1,2,4,3,3
"70",32,3,1,3,2,2,1,3,3,4,4,5,2
"70",32,4,1,4,2,4,3,3,2,3,4,3,2
"70",32,1,2,5,1,2,2,3,1,4,4,4,2
"70",32,2,2,6,1,2,1,2,1,3,4,5,2
"70",32,3,2,7,1,2,1,5,1,4,5,5,1
"70",32,4,2,8,1,2,1,3,1,4,4,5,2
"70",32,1,3,9,1,2,1,3,1,4,4,5,1
"70",32,2,3,10,1,4,1,3,1,2,4,5,1
"70",32,3,3,11,1.0625,5,1,3,1,3,2.82352941176471,3,2
"70",32,4,3,12,1,3,3,3,3,3,3,5,3
"70",32,1,4,13,1.0625,2,1,3,1,2,2.82352941176471,4,3
"70",32,2,4,14,1,3,3,3,1,4,4,5,2
"70",32,3,4,15,2,1,2,4,1,5,4,4,2
"70",32,4,4,16,1,2,4,2,1,4,4,4,3
"70",32,2,5,18,3,3,1,2,3,2,3,3,3
"70",32,3,5,19,1,3,4,3,2,3,4,3,2
"70",32,4,5,20,1,1,3,4,2,5,4,4,2
"70",32,4,6,24,1,2,4,3,1,4,5,4,2
"70",32,3,7,27,2,3,3,3,3,2,4,4,4
"70",32,4,7,28,1,3,4,4,2,4,4,4,2
"70",32,2,8,30,1,3,1,3,2,4,4,5,2
"70",32,3,8,31,2,1,2,3,2,4,4,4,3
"70",32,4,8,32,2,2,3,4,2,4,4,4,2
"70",32,1,9,33,1,2,1,4,2,3,5,5,2
"70",32,4,9,36,2,3,1,2,1,4,4,5,2
"70",32,1,10,37,1,2,1,4,1,4,4,5,2
"70",32,2,10,38,1,2,2,3,1,4,4,5,2
"70",32,4,10,40,1.0625,5,3,3,2,1,2.82352941176471,4,4
"70",32,1,11,41,2,1,1,3,1,4,4,5,2
"70",32,2,11,42,2,2,2,2,1,3,4,5,2
"70",32,1,12,45,2,2,2,2,1,4,4,5,4
"70",32,1,14,53,2,5,1,3,1,2,4,5,2
"78",40,1,1,1,1,2,2,1,1,3,4,4,4
"78",40,1,5,17,2,3,1,3,1,3,2,5,2
"78",40,2,5,18,3,2,1,2,2,3,2,5,2
"78",40,3,5,19,1.0625,5,1,4,1,1,2.82352941176471,3,1
"78",40,4,5,20,1,2,4,4,1,4,4,3,1
"78",40,1,6,21,1.0625,5,2,4,1,1,2.82352941176471,3,3
"78",40,2,6,22,2,2,1,4,1,4,3,4,2
"78",40,3,6,23,2,5,4,4,1,1,4,3,2
"78",40,4,6,24,3,4,4,4,3,3,3,3,2
"78",40,1,7,25,1.0625,5,3,4,1,1,2.82352941176471,3,1
"78",40,2,7,26,2,3,2,4,2,4,3,3,1
"78",40,3,7,27,3,3,4,4,1,4,5,3,3
"78",40,4,7,28,1.0625,5,4,4,1,1,2.82352941176471,3,2
"78",40,1,8,29,1,3,2,3,1,3,4,4,3
"78",40,2,8,30,1,5,3,2,1,2,5,3,3
"78",40,3,8,31,2,5,1,3,1,2,4,4,3
"78",40,4,8,32,2,3,4,4,1,4,4,3,2
"78",40,1,9,33,1,2,2,4,1,4,4,3,2
"78",40,2,9,34,1,2,1,2,1,4,4,3,4
"78",40,3,9,35,1,3,2,1,1,3,4,3,4
"78",40,4,9,36,1,3,3,4,3,3,3,3,1
"78",40,1,10,37,3,2,3,4,2,3,3,3,1
"78",40,2,10,38,2,4,1,2,1,3,3,5,2
"78",40,3,10,39,1,4,3,4,1,2,4,3,2
"78",40,4,10,40,3,3,4,4,2,3,4,3,2
"78",40,1,11,41,3,3,3,4,4,4,3,3,2
"78",40,3,11,43,1.0625,5,1,4,2,1,2.82352941176471,3,1
"78",40,1,12,45,1,2,2,2,1,4,4,4,2
"78",40,2,12,46,1,2,2,3,1,4,4,4,1
"78",40,3,12,47,1.0625,5,2,4,2,1,2.82352941176471,3,1
"78",40,4,12,48,2,2,4,4,1,4,4,3,1
"78",40,1,13,49,2,2,3,2,1,4,5,3,2
"78",40,2,13,50,2,4,4,3,1,4,5,3,3
"78",40,3,13,51,3,2,2,5,1,4,4,3,1
"78",40,4,13,52,2,3,5,5,1,3,4,3,1
"78",40,2,14,54,1,5,5,4,1,1,3,3,1
"78",40,3,14,55,3,3,5,4,1,3,2,3,2
"78",40,4,14,56,2,3,4,4,1,3,4,3,2
"78",40,1,15,57,2,3,2,3,1,3,3,4,3
"78",40,2,15,58,2,3,1,3,1,4,4,4,2
"87",17,1,1,1,1,2,1,1,1,2,1,4,2
"87",17,1,11,41,1,NA,NA,NA,NA,3,2,5,1
"87",17,2,11,42,1,3,1,4,1,3,4,5,3
"87",17,3,11,43,1,3,1,4,1,4,5,5,1
"87",17,4,11,44,1,5,3,2,1,1,3,5,1
"87",17,1,12,45,2,3,2,3,1,2,3,4,3
"87",17,2,12,46,1,3,3,2,1,3,3,4,1
"87",17,1,13,49,1,4,3,2,1,1,2,5,3
"87",17,2,13,50,1,5,2,2,2,1,1,2,4
"87",17,3,13,51,1,5,3,2,1,1,1,2,3
"87",17,4,13,52,1,5,1,4,1,1,4,5,2
"87",17,1,14,53,1,5,1,4,1,1,2,4,3
"87",17,2,14,54,1,5,1,3,1,1,3,4,2
"87",17,4,15,60,2,3,1,4,1,1,4,4,1
"87",17,1,16,61,2,5,2,3,1,1,2,3,3
"87",17,1,18,69,1,2,2,2,1,1,4,5,3
"87",17,1,19,73,1,3,1,NA,1,1,4,3,2
"88",23,2,1,2,1,2,2,2,2,2,3,4,2
"88",23,3,1,3,2,4,4,4,1,2,4,2,2
"88",23,4,1,4,3,2,2,4,2,5,3,3,2
"88",23,3,2,7,2,3,2,3,1,4,3,2,2
"88",23,4,2,8,2,1,2,4,1,4,3,3,2
"88",23,2,3,10,2,2,2,4,1,4,3,4,2
"88",23,3,3,11,2,5,3,3,2,2,3,5,3
"88",23,4,3,12,3,2,2,2,2,5,3,5,4
"88",23,1,4,13,2,3,2,3,2,4,4,2,4
"88",23,2,4,14,2,2,1,2,3,3,4,4,4
"88",23,3,4,15,3,3,4,4,1,4,3,2,3
"88",23,4,4,16,1,4,2,3,1,2,5,4,2
"88",23,1,5,17,4,3,2,2,2,3,3,3,4
"88",23,2,5,18,3,4,1,3,2,2,3,4,4
"88",23,2,6,22,1,3,1,2,4,3,3,4,5
"88",23,3,6,23,1,1,1,3,1,5,5,3,3
"88",23,4,6,24,2,4,4,2,2,2,4,3,4
"88",23,2,7,26,2,2,1,1,2,3,4,4,3
"88",23,3,7,27,1,2,2,3,1,4,4,3,2
"88",23,1,8,29,2,2,1,4,2,4,3,3,2
"88",23,4,9,36,1,2,3,4,1,5,4,3,2
"88",23,2,13,50,3,3,3,3,2,3,3,3,3
"88",23,2,17,66,2,4,2,3,2,1,4,3,3
"89",59,1,1,0,1,5,3,2,1,2,3,2,4
"89",59,2,1,2,1,4,2,4,2,4,4,4,2
"89",59,3,1,3,2,2,4,4,2,4,4,4,2
"89",59,1,2,5,2,4,1,2,2,2,3,4,4
"89",59,2,2,6,2,2,3,4,1,4,4,4,1
"89",59,3,2,7,2,3,4,3,2,4,3,4,3
"89",59,4,2,8,2,2,3,3,2,4,4,4,3
"89",59,1,3,9,1.0625,4,3,4,2,2,2.82352941176471,3,2
"89",59,3,3,11,2,2,3,4,2,4,4,4,2
"89",59,4,3,12,2,2,3,4,2,5,4,4,2
"89",59,2,4,14,2,1,3,4,2,4,4,3,2
"89",59,4,4,16,2,2,3,4,2,5,4,4,2
"89",59,1,5,17,2,2,4,3,2,4,4,4,4
"89",59,2,5,18,1.0625,4,2,2,2,1,2.82352941176471,4,4
"89",59,3,5,19,2,1,3,4,1,4,4,5,4
"89",59,4,5,20,1.0625,5,2,2,1,1,2.82352941176471,4,4
"89",59,1,6,21,2,2,3,3,3,3,4,4,4
"89",59,2,6,22,2,5,1,2,3,2,4,4,4
"89",59,3,6,23,2,5,2,2,2,1,3,4,2
"89",59,4,6,24,1.0625,4,3,4,2,1,2.82352941176471,3,4
"89",59,1,7,25,2,3,3,3,2,2,4,4,4
"89",59,2,7,26,1.0625,5,3,3,2,2,2.82352941176471,3,3
"89",59,4,7,28,2,3,2,3,2,4,3,4,4
"89",59,1,8,29,2,5,2,2,3,2,3,4,5
"89",59,2,8,30,2,4,2,3,2,2,3,4,1
"89",59,4,8,32,2,4,4,4,2,2,4,4,2
"89",59,1,9,33,2,3,3,4,2,4,4,4,2
"89",59,3,9,35,2,2,3,4,1,4,4,3,2
"89",59,1,10,37,2,2,4,4,1,4,4,3,1
"89",59,2,10,38,2,2,2,4,1,4,4,3,1
"89",59,3,10,39,2,1,4,4,1,4,4,4,2
"89",59,4,10,40,2,2,2,4,2,4,4,4,2
"89",59,1,11,41,2,2,4,4,1,4,4,4,2
"89",59,2,11,42,1.0625,4,4,4,2,4,2.82352941176471,4,2
"89",59,4,11,44,2,1,3,4,1,5,4,4,1
"89",59,2,12,46,2,1,2,4,2,5,4,4,1
"89",59,3,12,47,2,1,2,4,1,4,4,4,1
"89",59,4,12,48,1.0625,4,2,4,1,1,2.82352941176471,3,2
"89",59,1,13,49,1.0625,5,4,3,2,2,2.82352941176471,3,2
"89",59,3,13,51,2,1,3,4,1,4,5,4,1
"89",59,4,13,52,2,2,4,5,2,4,4,4,2
"89",59,1,14,53,1.0625,4,2,2,2,2,2.82352941176471,4,3
"89",59,3,14,55,2,1,2,4,2,5,4,3,2
"89",59,4,14,56,3,2,2,4,2,3,3,3,2
"89",59,1,15,57,1.0625,5,4,5,1,1,2.82352941176471,2,2
"89",59,2,15,58,1.0625,5,1,3,1,1,2.82352941176471,4,3
"89",59,3,15,59,3,4,5,4,2,2,2,3,2
"89",59,4,15,60,1,1,4,4,2,5,5,3,2
"89",59,1,16,61,1.0625,4,4,3,2,2,2.82352941176471,2,2
"89",59,2,16,62,2,4,3,4,2,2,3,4,2
"89",59,3,16,63,3,3,3,4,1,4,3,4,1
"89",59,4,16,64,1.0625,4,5,3,1,2,2.82352941176471,3,2
"89",59,1,17,65,4,4,4,3,2,2,3,2,2
"89",59,2,17,66,2,2,3,4,2,4,4,3,2
"89",59,3,17,67,2,1,3,3,1,5,4,3,1
"89",59,4,17,68,3,2,3,4,3,5,4,3,2
"89",59,4,18,72,2,1,3,4,1,4,5,4,1
"89",59,3,19,75,2,NA,NA,NA,NA,NA,4,NA,NA
"89",59,2,20,78,2,2,4,4,2,4,4,4,2
"90",13,2,1,2,2,1,2,4,1,NA,4,4,2
"90",13,3,11,43,2,5,3,4,2,2,3,3,2
"90",13,1,12,45,2,5,4,4,2,1,3,3,4
"90",13,2,12,46,2,4,3,2,2,2,2,3,4
"90",13,3,12,47,2,NA,NA,NA,NA,NA,4,NA,2
"90",13,4,12,48,2,3,2,4,1,3,4,2,2
"90",13,1,13,49,2,4,4,3,1,2,3,3,2
"90",13,2,13,50,2,4,4,2,3,2,2,2,5
"90",13,3,13,51,2,3,2,4,2,2,3,3,2
"90",13,4,13,52,4,2,3,2,5,1,2,2,5
"90",13,1,14,53,2,3,3,3,1,2,3,4,4
"90",13,2,14,54,2,5,4,4,2,1,3,2,4
"90",13,3,14,55,4,4,5,2,3,2,2,2,4
"91",44,1,1,0,3,2,1,3,1,4,3,4,1
"91",44,1,1,1,2,3,3,4,1,3,3,5,1
"91",44,2,1,2,1,3,1,3,1,3,3,3,2
"91",44,3,1,3,2,3,1,2,2,2,2,2,4
"91",44,4,1,4,1,4,4,4,1,3,3,3,1
"91",44,1,2,5,2,3,1,2,1,4,3,4,2
"91",44,3,2,7,1,3,2,4,1,3,3,5,1
"91",44,4,2,8,1,5,4,4,1,2,4,4,1
"91",44,1,3,9,2,2,1,3,1,5,4,4,2
"91",44,3,3,11,1,2,1,4,1,4,4,4,1
"91",44,4,3,12,2,4,2,4,1,5,4,4,1
"91",44,1,4,13,1,5,1,4,1,4,4,4,1
"91",44,3,4,15,1,2,1,5,1,5,5,5,1
"91",44,4,4,16,1.0625,5,2,4,1,1,2.82352941176471,4,1
"91",44,1,5,17,1.0625,5,1,5,1,2,2.82352941176471,5,2
"91",44,2,5,18,1,5,2,4,1,1,5,3,1
"91",44,3,5,19,1,5,1,4,2,2,2,4,1
"91",44,4,5,20,1,4,1,5,1,3,4,4,1
"91",44,1,6,21,2,5,1,3,1,3,3,4,1
"91",44,3,6,23,2,5,2,4,1,2,2,3,1
"91",44,4,6,24,1,5,2,5,1,3,4,4,1
"91",44,1,7,25,2,3,1,3,1,4,3,4,3
"91",44,2,7,26,2,5,2,4,1,3,3,4,1
"91",44,3,7,27,2,2,4,4,1,5,3,5,1
"91",44,4,8,32,3,2,3,5,1,5,3,4,1
"91",44,1,9,33,3,2,1,4,1,4,3,3,2
"91",44,2,9,34,3,5,3,5,1,1,3,4,1
"91",44,3,9,35,2,3,3,5,1,4,3,4,2
"91",44,4,9,36,2,2,1,4,1,4,3,5,1
"91",44,2,10,38,2,4,2,4,1,4,4,4,2
"91",44,3,10,39,2,3,3,4,1,2,2,3,1
"91",44,4,10,40,3,3,1,4,2,3,2,3,1
"91",44,1,12,45,2,3,4,3,1,3,3,4,1
"91",44,3,13,51,2,5,2,4,1,1,2,4,2
"91",44,3,14,55,3,3,4,4,1,4,3,4,1
"91",44,1,15,57,2,5,2,4,1,2,2,4,2
"91",44,2,15,58,2,3,3,4,1,2,4,4,1
"91",44,3,15,59,2,4,1,4,1,2,3,4,1
"91",44,4,15,60,2,2,2,4,1,4,3,4,1
"91",44,2,16,62,2,3,3,4,1,2,2,4,1
"91",44,3,16,63,3,2,3,4,1,4,4,4,1
"91",44,3,17,67,1.0625,5,3,4,1,2,2.82352941176471,4,2
"91",44,4,17,68,1,4,3,4,1,2,4,4,2
"91",44,2,18,70,3,5,3,4,1,2,3,4,2
"92",16,2,1,2,1,5,3,5,1,1,1,5,3
"92",16,1,2,5,1,4,3,3,2,2,4,4,2
"92",16,3,2,7,1,4,2,3,1,2,2,4,1
"92",16,4,2,8,1.0625,4,3,2,3,1,2.82352941176471,3,4
"92",16,2,3,10,1,4,2,4,1,1,3,4,2
"92",16,3,3,11,1,3,3,4,1,2,3,4,2
"92",16,4,3,12,1,2,1,2,1,2,3,4,1
"92",16,1,4,13,2,4,3,4,1,2,4,4,2
"92",16,2,4,14,1,3,2,4,1,1,3,4,2
"92",16,3,4,15,2,3,2,3,1,3,3,4,2
"92",16,1,5,17,2,3,2,2,3,2,3,3,3
"92",16,2,6,22,1.0625,5,3,3,1,1,2.82352941176471,4,3
"92",16,2,7,26,3,3,2,3,1,2,4,4,3
"92",16,3,7,27,1.0625,5,4,3,1,1,2.82352941176471,4,4
"92",16,1,9,33,1,4,2,3,1,1,3,4,3
