"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","Wave"
"10111",56,2,8,30,1,4,2,3,1,3,3,4,3,"4"
"10111",56,4,8,32,1,4,4,4,1,3,4,4,2,"4"
"10111",56,1,9,33,1,5,2,3,1,2,3,4,3,"4"
"10111",56,2,9,34,1,4,2,3,1,4,4,4,4,"4"
"10111",56,3,9,35,1,3,3,4,1,3,4,4,2,"4"
"10111",56,3,9,35,1.0625,4,4,4,1,3,2.85,4,2,"4"
"10111",56,4,9,36,1,4,2,3,1,2,3,4,3,"4"
"10111",56,1,10,37,1.0625,5,2,3,1,2,2.85,4,2,"4"
"10111",56,2,10,38,1,4,2,2,1,2,3,4,4,"4"
"10111",56,3,10,39,1,3,4,4,1,3,4,4,2,"4"
"10111",56,4,10,40,1,4,4,4,1,3,4,4,2,"4"
"10111",56,1,11,41,1,5,2,4,1,2,3,4,3,"4"
"10111",56,2,11,42,1,5,1,3,1,3,3,4,3,"4"
"10111",56,3,11,43,1,3,3,4,1,4,3,4,1,"4"
"10111",56,4,11,44,1,2,4,4,1,3,4,4,2,"4"
"10111",56,1,12,45,1,5,3,4,1,2,4,4,2,"4"
"10111",56,2,12,46,1,4,2,4,1,3,4,4,2,"4"
"10111",56,3,12,47,1,4,4,5,1,4,4,4,2,"4"
"10111",56,4,12,48,1,3,4,3,1,3,4,4,2,"4"
"10111",56,1,13,49,1,4,2,2,1,2,3,4,3,"4"
"10111",56,3,13,51,2,4,3,4,1,3,3,4,3,"4"
"10111",56,4,14,56,2,3,3,4,1,4,4,4,2,"4"
"10111",56,3,15,59,1,3,2,4,1,3,4,4,2,"4"
"10111",56,3,18,71,1,3,2,4,1,4,4,4,2,"4"
"10111",56,1,20,77,1,3,2,4,1,3,4,4,2,"4"
"10111",56,2,20,78,1,3,2,4,1,3,4,4,2,"4"
"10111",56,1,21,81,1,3,2,4,1,2,4,4,2,"4"
"10111",56,1,22,85,1,5,1,4,1,1,4,4,3,"4"
"10111",56,2,22,86,1,2,1,3,1,3,4,4,3,"4"
"10111",22,1,1,1,2,3,2,4,1,3,4,4,2,"7"
"10111",22,4,4,16,1,3,4,5,1,2,2,3,1,"7"
"10111",22,1,5,17,1,3,1,3,1,2,2,4,1,"7"
"10111",22,4,5,20,1,4,2,4,1,2,3,4,2,"7"
"10111",22,1,6,21,1,3,2,4,1,2,2,4,1,"7"
"10111",22,4,6,24,1,3,2,3,1,2,3,3,4,"7"
"10111",22,1,7,25,1,3,2,4,1,3,3,3,2,"7"
"10111",22,4,7,28,1,4,2,4,1,4,4,4,2,"7"
"10111",22,1,8,29,1,4,3,4,1,2,3,4,1,"7"
"10111",22,4,8,32,1,3,4,4,1,3,3,3,2,"7"
"10111",22,4,9,36,1,3,3,4,1,2,3,3,2,"7"
"10111",22,1,10,37,1,4,2,4,1,2,4,4,3,"7"
"10111",22,4,10,40,1,4,3,4,1,3,3,3,2,"7"
"10111",22,1,11,41,1,4,2,3,1,3,4,4,2,"7"
"10111",22,4,11,44,1,3,2,2,2,2,3,3,4,"7"
"10111",22,1,12,45,1,3,2,5,1,2,3,4,2,"7"
"10111",22,4,12,48,1,4,4,4,1,2,3,4,2,"7"
"10111",22,1,13,49,1,4,3,3,1,2,4,4,2,"7"
"10111",22,4,13,52,1,4,2,4,1,2,3,4,3,"7"
"10111",22,1,14,53,1,4,2,4,1,3,3,4,2,"7"
"10111",22,4,14,56,1,2,3,4,1,4,4,4,3,"7"
"10111",22,1,15,57,1,4,3,3,1,2,4,3,4,"7"
"10118",8,2,1,2,2,4,1,2,2,2,3,4,4,"4"
"10118",8,1,15,57,1,4,3,3,2,2,4,4,3,"4"
"10118",8,2,15,58,1.0625,4,3,4,2,2,2.85,4,2,"4"
"10118",8,2,19,74,1.0625,3,4,3,3,2,2.85,4,2,"4"
"10118",8,2,20,78,2,3,2,2,3,3,3,4,3,"4"
"10118",8,2,22,86,2,2,3,2,2,3,3,4,3,"4"
"10118",8,3,22,87,2,4,3,4,2,2,3,4,3,"4"
"10118",8,1,23,89,2,4,3,3,2,2,3,4,3,"4"
"10118",4,2,1,2,2,4,3,2,3,2,5,4,4,"7"
"10118",4,4,1,4,1.0625,4,3,2,3,2,2.85,4,4,"7"
"10118",4,1,2,5,1,2,2,2,2,3,3,4,3,"7"
"10118",4,4,3,12,1.0625,4,3,3,2,2,2.85,4,2,"7"
"10121",20,2,1,2,1,3,1,3,1,3,4,4,2,"4"
"10121",20,1,2,5,1,3,3,5,1,3,3,3,2,"4"
"10121",20,2,2,6,1,5,1,3,1,1,4,5,1,"4"
"10121",20,1,3,9,1,3,3,3,2,4,4,5,2,"4"
"10121",20,2,3,10,1,4,3,3,2,3,4,5,2,"4"
"10121",20,3,3,11,1,2,2,1,2,2,3,3,2,"4"
"10121",20,4,4,16,1.0625,5,4,5,2,1,2.85,3,2,"4"
"10121",20,2,5,18,1,3,1,1,1,2,3,5,2,"4"
"10121",20,2,6,22,2,4,NA,2,2,2,3,2,4,"4"
"10121",20,3,6,23,2,3,2,3,3,2,3,5,3,"4"
"10121",20,2,7,26,2,3,2,3,3,2,3,4,2,"4"
"10121",20,2,8,30,1,4,2,3,1,2,3,4,3,"4"
"10121",20,2,9,34,1.0625,5,3,4,1,1,2.85,3,1,"4"
"10121",20,1,10,37,1.0625,1,1,3,1,4,2.85,5,2,"4"
"10121",20,4,10,40,3,1,3,1,1,4,3,3,3,"4"
"10121",20,2,12,46,2,4,3,4,1,2,3,3,1,"4"
"10121",20,3,12,47,1,3,3,4,1,3,3,3,1,"4"
"10121",20,2,15,58,1,3,3,3,1,3,3,3,2,"4"
"10121",20,4,17,68,1,3,1,3,1,2,3,3,2,"4"
"10121",20,3,18,71,2,3,2,3,1,2,3,4,2,"4"
"10121",9,2,1,2,3,2,1,2,1,5,3,4,2,"7"
"10121",9,1,2,5,1.0625,5,4,5,1,1,2.85,3,1,"7"
"10121",9,1,3,9,2,4,3,2,3,2,3,3,3,"7"
"10121",9,1,5,17,1,4,2,4,1,3,3,4,1,"7"
"10121",9,1,6,21,1,2,1,3,1,4,3,5,2,"7"
"10121",9,1,8,29,1,4,3,3,1,3,3,3,1,"7"
"10121",9,1,12,45,1,2,2,3,1,3,4,5,1,"7"
"10121",9,1,14,53,1,5,2,3,1,2,3,3,2,"7"
"10121",9,1,15,57,1,5,1,2,1,2,3,3,3,"7"
"10123",14,3,1,3,1,1,2,4,2,NA,3,4,2,"4"
"10123",14,1,18,69,1,1,2,2,1,4,3,3,2,"4"
"10123",14,1,20,77,1.0625,3,2,3,2,3,4,4,3,"4"
"10123",14,1,21,81,1.0625,5,1,3,1,1,2.85,4,2,"4"
"10123",14,2,21,82,1,3,1,3,1,2,4,3,3,"4"
"10123",14,3,21,83,1.0625,5,2,3,1,1,2.85,4,2,"4"
"10123",14,4,21,84,1,5,1,2,1,3,2.85,5,1,"4"
"10123",14,2,22,86,1,5,1,3,1,1,4,4,3,"4"
"10123",14,2,25,98,1,2,2,3,1,4,5,4,3,"4"
"10123",14,1,26,101,1,3,2,2,3,4,5,4,2,"4"
"10123",14,1,28,109,1,1,3,4,1,4,4,4,2,"4"
"10123",14,4,31,124,1,2,5,4,1,3,3,1,3,"4"
"10123",14,1,32,125,1,5,5,3,3,1,3,2,4,"4"
"10123",14,1,345,1377,1,4,3,3,4,2,3,3,5,"4"
"10123",6,4,1,4,1,1,5,5,1,4,4,4,2,"7"
"10123",6,4,2,8,2,1,5,5,1,5,4,4,1,"7"
"10123",6,4,5,20,3,3,4,2,3,2,3,2,3,"7"
"10123",6,1,6,21,1,4,4,3,1,1,3,3,3,"7"
"10123",6,1,8,29,1.0625,4,2,3,4,1,2.85,2,4,"7"
"10123",6,1,12,45,1,3,3,3,1,4,5,4,3,"7"
"10124",37,2,1,2,1,2,1,2,1,3,4,5,3,"4"
"10124",37,3,1,3,1,4,3,3,1,3,4,3,2,"4"
"10124",37,4,1,4,1.0625,4,3,3,1,3,2.85,4,2,"4"
"10124",37,1,2,5,1,2,1,4,1,5,4,5,2,"4"
"10124",37,2,2,6,1.0625,5,3,3,1,1,2.85,3,2,"4"
"10124",37,3,2,7,1.0625,3,2,3,2,2,2.85,4,3,"4"
"10124",37,4,2,8,1,2,3,4,1,4,3,3,2,"4"
"10124",37,1,3,9,1.0625,4,2,3,2,2,2.85,2,2,"4"
"10124",37,2,3,10,2,2,3,4,2,3,4,3,2,"4"
"10124",37,3,3,11,1,3,3,4,2,3,4,4,2,"4"
"10124",37,4,3,12,1,2,2,3,1,4,4,3,2,"4"
"10124",37,2,4,14,3,2,1,3,1,4,3,3,3,"4"
"10124",37,3,4,15,1,2,3,4,1,4,4,3,2,"4"
"10124",37,4,4,16,1,3,3,5,1,3,3,4,2,"4"
"10124",37,1,5,17,1,4,2,3,1,3,3,3,2,"4"
"10124",37,4,5,20,1,1,2,3,1,4,3,4,3,"4"
"10124",37,1,6,21,1,2,1,3,1,4,3,4,2,"4"
"10124",37,2,6,22,1.0625,4,2,3,1,3,2.85,4,2,"4"
"10124",37,4,6,24,1,2,2,5,1,5,4,5,2,"4"
"10124",37,1,7,25,2,2,1,3,1,3,3,4,3,"4"
"10124",37,2,7,26,2,2,1,3,1,4,3,5,3,"4"
"10124",37,4,7,28,1,2,1,4,1,4,4,5,2,"4"
"10124",37,1,8,29,1,3,2,3,1,3,3,3,2,"4"
"10124",37,1,9,33,1,1,1,5,1,5,5,5,1,"4"
"10124",37,3,9,35,1,2,1,4,1,4,3,3,1,"4"
"10124",37,4,9,36,1,2,3,4,1,4,4,4,2,"4"
"10124",37,4,10,40,1,2,2,3,1,3,3,4,3,"4"
"10124",37,2,11,42,2,3,3,3,2,3,3,4,3,"4"
"10124",37,3,11,43,1.0625,5,4,2,3,2,2.85,3,2,"4"
"10124",37,4,11,44,1,3,3,2,4,2,2,2,4,"4"
"10124",37,1,12,45,1.0625,4,3,2,2,2,2.85,3,3,"4"
"10124",37,3,12,47,1,5,2,4,2,2,3,3,2,"4"
"10124",37,4,12,48,1,4,2,3,2,2,3,3,2,"4"
"10124",37,1,13,49,1,2,1,2,1,4,4,5,2,"4"
"10124",37,2,14,54,1,1,1,3,1,3,4,5,1,"4"
"10124",37,3,15,59,2,2,1,3,1,4,4,5,1,"4"
"10124",37,3,16,63,1,2,3,2,1,4,4,5,3,"4"
"10124",9,2,1,2,2,4,1,3,2,2,4,4,2,"7"
"10124",9,1,3,9,1,5,2,3,1,1,3,3,1,"7"
"10124",9,4,3,12,1,2,2,4,1,5,5,5,1,"7"
"10124",9,1,5,17,1,2,2,3,2,4,3,5,2,"7"
"10124",9,4,5,20,1.0625,3,4,3,3,1,2.85,1,3,"7"
"10124",9,4,7,28,1,2,2,4,1,3,3,3,1,"7"
"10124",9,1,8,29,1,4,2,3,1,1,3,4,1,"7"
"10124",9,4,13,52,1.0625,5,1,3,2,1,2.85,4,3,"7"
"10124",9,1,15,57,1.0625,4,3,3,1,2,2.85,3,2,"7"
"10125",7,1,1,1,1,2,2,3,4,4,3,4,2,"4"
"10125",7,3,13,51,1,2,4,3,2,4,3,4,3,"4"
"10125",7,2,15,58,2,3,3,3,2,3,3,4,3,"4"
"10125",7,3,18,71,1,3,2,3,2,4,3,4,2,"4"
"10125",7,4,18,72,1.0625,5,1,3,2,2,2.85,4,2,"4"
"10125",7,1,19,73,1.0625,4,1,4,1,1,2.85,4,2,"4"
"10125",7,3,20,79,2,3,2,3,2,4,3,5,3,"4"
"10125",5,1,1,1,3,1,1,4,1,3,4,5,2,"7"
"10125",5,4,1,4,1.0625,5,4,3,1,2,2.85,2,2,"7"
"10125",5,1,5,17,1,1,1,3,1,4,3,4,2,"7"
"10125",5,1,6,21,1,2,2,3,1,4,4,3,3,"7"
"10125",5,1,7,25,1,5,1,2,1,1,1,4,3,"7"
"10129",23,3,1,3,1,5,2,4,1,2,4,5,2,"4"
"10129",23,4,1,4,1,2,5,5,1,5,3,3,3,"4"
"10129",23,2,2,6,2,2,3,4,1,5,3,4,3,"4"
"10129",23,3,2,7,1,2,5,3,1,5,3,4,3,"4"
"10129",23,1,3,9,3,5,3,3,2,2,3,5,4,"4"
"10129",23,3,3,11,1,2,2,3,1,3,3,5,3,"4"
"10129",23,1,5,17,2,3,5,5,1,4,4,4,3,"4"
"10129",23,3,5,19,2,2,2,3,1,4,3,3,3,"4"
"10129",23,3,7,27,2,3,4,4,2,3,3,3,2,"4"
"10129",23,1,8,29,2,5,1,1,3,2,3,4,5,"4"
"10129",23,4,8,32,1.0625,3,2,1,3,1,2.85,4,5,"4"
"10129",23,3,9,35,1,2,3,2,3,5,3,4,4,"4"
"10129",23,4,9,36,1.0625,5,3,2,2,1,2.85,2,4,"4"
"10129",23,1,10,37,2,4,4,2,3,3,4,4,4,"4"
"10129",23,2,10,38,2,3,2,2,3,2,3,4,4,"4"
"10129",23,4,10,40,2,5,5,4,3,3,4,3,1,"4"
"10129",23,1,11,41,1,4,4,5,2,1,3,4,2,"4"
"10129",23,2,11,42,1,4,2,3,1,2,3,5,3,"4"
"10129",23,3,11,43,2,3,2,1,4,3,3,4,3,"4"
"10129",23,4,11,44,1.0625,4,4,5,3,2,2.85,5,4,"4"
"10129",23,2,14,54,2,4,4,4,2,4,3,4,3,"4"
"10129",23,4,16,64,2,3,2,2,3,3,4,3,3,"4"
"10129",23,4,17,68,2,2,2,5,1,4,4,4,2,"4"
"10129",9,1,1,1,1,5,4,5,2,1,5,4,1,"7"
"10129",9,4,2,8,1,1,1,2,1,5,4,4,1,"7"
"10129",9,4,3,12,1,4,3,3,2,2,4,5,2,"7"
"10129",9,4,4,16,1,2,1,4,1,5,4,5,2,"7"
"10129",9,1,7,25,1.0625,5,5,5,3,1,2.85,2,3,"7"
"10129",9,1,9,33,1.0625,5,5,4,4,1,2.85,1,4,"7"
"10129",9,4,10,40,2,2,4,2,3,4,4,4,5,"7"
"10129",9,1,12,45,1.0625,1,1,4,1,1,2.85,4,3,"7"
"10129",9,4,13,52,1,5,5,3,4,1,3,3,4,"7"
"10131",35,1,1,1,2,3,3,4,1,3,3,4,2,"4"
"10131",35,4,13,52,1,2,3,5,1,3,3,3,2,"4"
"10131",35,1,14,53,1,4,3,4,1,2,3,3,2,"4"
"10131",35,2,14,54,1,4,3,4,1,3,3,3,1,"4"
"10131",35,3,14,55,1,2,1,2,1,4,4,4,2,"4"
"10131",35,4,14,56,1,1,2,3,1,4,3,4,2,"4"
"10131",35,1,15,57,1,4,2,4,1,2,4,4,1,"4"
"10131",35,2,15,58,1.0625,5,1,4,1,1,2.85,5,1,"4"
"10131",35,3,15,59,1,4,3,4,1,1,3,3,2,"4"
"10131",35,4,15,60,2,3,2,4,1,3,3,4,2,"4"
"10131",35,1,16,61,1,4,4,5,1,2,3,2,1,"4"
"10131",35,2,16,62,1,2,3,4,1,3,3,3,1,"4"
"10131",35,2,17,66,1,4,1,4,1,3,3,4,1,"4"
"10131",35,4,17,68,1,2,1,3,1,4,3,4,1,"4"
"10131",35,1,18,69,1,3,2,3,1,2,4,4,1,"4"
"10131",35,2,18,70,1,5,5,4,1,2,3,3,2,"4"
"10131",35,3,18,71,1,3,3,4,1,3,3,3,3,"4"
"10131",35,4,18,72,1,1,2,3,1,5,4,4,1,"4"
"10131",35,2,19,74,1.0625,5,5,5,1,1,2.85,3,1,"4"
"10131",35,3,19,75,1.0625,4,4,4,1,1,2.85,3,1,"4"
"10131",35,4,19,76,1,1,3,5,1,4,3,3,2,"4"
"10131",35,1,20,77,1,5,2,3,1,1,4,4,2,"4"
"10131",35,2,20,78,1,5,2,3,1,1,3,4,3,"4"
"10131",35,3,20,79,1,2,1,2,1,3,3,4,1,"4"
"10131",35,4,20,80,1.0625,4,4,5,1,1,2.85,3,1,"4"
"10131",35,1,21,81,1,3,1,2,1,2,4,5,2,"4"
"10131",35,3,21,83,1,4,2,3,1,2,3,4,3,"4"
"10131",35,4,21,84,2,1,2,4,1,4,3,4,2,"4"
"10131",35,1,22,85,1,5,4,4,1,2,3,4,1,"4"
"10131",35,2,22,86,1,1,1,1,1,4,3,3,2,"4"
"10131",35,3,22,87,1,3,3,4,1,3,3,4,1,"4"
"10131",35,1,23,89,1,4,1,2,1,2,4,4,1,"4"
"10131",35,2,23,90,1,2,2,3,1,3,3,4,1,"4"
"10131",35,1,27,105,1,4,1,4,1,2,3,4,2,"4"
"10131",35,2,27,106,1.0625,NA,1,3,1,2,2.85,4,3,"4"
"10132",31,2,1,2,1,4,2,2,1,3,4,5,4,"4"
"10132",31,3,1,3,1,2,1,4,1,4,5,5,3,"4"
"10132",31,4,1,4,1,3,1,4,1,5,5,5,2,"4"
"10132",31,1,2,5,1,2,1,4,1,4,4,5,1,"4"
"10132",31,3,2,7,1,2,2,4,1,4,4,5,3,"4"
"10132",31,4,2,8,1,5,2,2,1,1,3,5,4,"4"
"10132",31,2,3,10,1.0625,5,3,5,1,1,2.85,5,2,"4"
"10132",31,3,3,11,1.0625,5,2,5,1,1,2.85,5,1,"4"
"10132",31,4,3,12,1,5,1,3,1,1,3,5,1,"4"
"10132",31,1,4,13,1,3,2,3,1,3,4,4,1,"4"
"10132",31,4,4,16,1,2,1,5,1,3,4,4,1,"4"
"10132",31,1,5,17,1.0625,3,3,5,1,1,2.85,5,2,"4"
"10132",31,2,6,22,1,3,3,5,1,3,4,4,3,"4"
"10132",31,1,7,25,1,2,2,4,1,4,3,5,3,"4"
"10132",31,2,7,26,1,3,2,2,1,3,4,3,4,"4"
"10132",31,4,7,28,1,1,1,3,1,3,3,5,4,"4"
"10132",31,1,8,29,1,4,1,2,1,1,2,4,5,"4"
"10132",31,4,9,36,1.0625,2,3,5,1,3,2.85,4,2,"4"
"10132",31,2,10,38,1,2,1,5,1,4,4,5,1,"4"
"10132",31,3,10,39,1,2,3,5,1,5,4,4,1,"4"
"10132",31,4,10,40,1,2,5,5,1,4,4,4,2,"4"
"10132",31,1,11,41,1,2,1,3,3,3,3,4,5,"4"
"10132",31,4,11,44,1,1,3,5,1,5,5,5,3,"4"
"10132",31,1,13,49,1,1,5,5,1,5,4,4,4,"4"
"10132",31,2,13,50,1,1,4,5,1,5,3,4,4,"4"
"10132",31,4,13,52,1,4,1,3,1,2,4,4,5,"4"
"10132",31,1,14,53,1,2,2,5,3,3,4,4,4,"4"
"10132",31,4,14,56,1,1,3,1,1,1,3,4,3,"4"
"10132",31,4,15,60,1,4,1,5,1,2,3,3,5,"4"
"10132",31,3,17,67,1.0625,5,1,5,1,1,2.85,4,2,"4"
"10132",31,1,18,69,1,4,1,4,1,2,4,3,3,"4"
"10132",15,2,1,2,4,4,2,1,1,3,5,5,3,"7"
"10132",15,4,1,4,1.0625,4,4,5,1,2,2.85,3,1,"7"
"10132",15,4,2,8,1,3,5,5,1,4,2,3,2,"7"
"10132",15,4,3,12,1,3,1,4,1,3,4,4,3,"7"
"10132",15,1,4,13,1,5,1,3,1,1,1,3,1,"7"
"10132",15,4,4,16,1,3,3,5,1,1,2,3,2,"7"
"10132",15,4,5,20,1,2,1,5,2,3,4,4,4,"7"
"10132",15,1,6,21,1,5,2,3,1,1,3,3,3,"7"
"10132",15,4,6,24,3,2,1,5,4,3,5,3,5,"7"
"10132",15,1,7,25,1,3,2,3,1,3,4,3,5,"7"
"10132",15,4,7,28,1.0625,3,3,5,1,1,2.85,3,3,"7"
"10132",15,1,8,29,1,5,2,3,4,1,2,3,5,"7"
"10132",15,1,9,33,1,1,1,4,1,4,4,4,2,"7"
"10132",15,1,13,49,1,4,3,4,1,2,3,3,4,"7"
"10132",15,1,14,53,1,3,1,5,1,4,4,3,3,"7"
"10133",11,2,1,2,1,2,1,5,2,4,4,4,2,"4"
"10133",11,3,1,3,1,3,1,4,1,3,4,3,1,"4"
"10133",11,4,1,4,1,4,3,4,1,2,3,3,1,"4"
"10133",11,1,2,5,1,2,1,5,1,4,4,3,3,"4"
"10133",11,2,2,6,1.0625,5,5,4,1,1,2.85,3,1,"4"
"10133",11,3,2,7,1,4,3,5,1,3,4,3,1,"4"
"10133",11,4,2,8,1,5,3,5,1,1,2,2,2,"4"
"10133",11,2,3,10,1,4,1,4,1,2,4,3,2,"4"
"10133",11,4,3,12,1.0625,5,4,4,2,1,2.85,3,1,"4"
"10133",11,1,4,13,1,4,3,4,2,2,3,2,1,"4"
"10133",11,4,6,24,1,3,4,3,1,3,3,2,2,"4"
"10136",30,2,1,2,1,3,4,4,2,2,4,4,2,"4"
"10136",30,3,1,3,1.0625,5,5,5,3,1,2.85,3,1,"4"
"10136",30,4,1,4,2,2,2,4,2,3,4,3,1,"4"
"10136",30,1,2,5,1,5,3,3,2,2,4,5,2,"4"
"10136",30,2,2,6,2,4,2,3,2,3,4,5,1,"4"
"10136",30,3,2,7,2,2,2,2,1,3,4,5,1,"4"
"10136",30,4,2,8,1.0625,5,5,5,2,2,2.85,3,2,"4"
"10136",30,1,3,9,1,2,5,4,3,2,4,4,2,"4"
"10136",30,2,3,10,1.0625,4,2,3,3,2,2.85,4,3,"4"
"10136",30,3,3,11,2,4,4,3,3,2,4,4,2,"4"
"10136",30,4,3,12,2,2,3,4,2,3,4,4,2,"4"
"10136",30,1,4,13,2,3,3,3,3,3,4,4,2,"4"
"10136",30,2,4,14,2,5,3,3,3,2,4,4,2,"4"
"10136",30,3,4,15,2,5,2,2,3,2,4,3,3,"4"
"10136",30,4,4,16,2,2,3,3,2,3,4,4,2,"4"
"10136",30,1,5,17,2,3,3,3,3,3,4,4,3,"4"
"10136",30,3,5,19,1.0625,4,4,4,2,1,2.85,3,2,"4"
"10136",30,4,5,20,1.0625,5,4,4,2,2,2.85,3,2,"4"
"10136",30,1,6,21,2,3,3,3,2,2,4,3,2,"4"
"10136",30,3,6,23,1.0625,5,2,4,3,2,2.85,4,3,"4"
"10136",30,4,6,24,2,4,3,2,4,2,4,3,3,"4"
"10136",30,1,7,25,2,2,2,3,2,4,4,3,2,"4"
"10136",30,4,7,28,2,2,2,3,1,3,4,4,1,"4"
"10136",30,2,8,30,1.0625,5,2,3,2,1,2.85,3,1,"4"
"10136",30,3,8,31,2,4,3,4,2,2,4,3,1,"4"
"10136",30,1,10,37,1,3,1,3,2,3,4,3,2,"4"
"10136",30,3,11,43,2,3,2,3,1,3,4,4,1,"4"
"10136",30,1,12,45,2,3,3,3,2,3,4,3,1,"4"
"10136",30,1,13,49,2,3,3,3,3,2,4,3,3,"4"
"10136",30,4,17,68,1.0625,5,5,3,3,1,2.85,4,2,"4"
"10136",17,2,1,2,3,3,1,1,2,3,2,3,3,"7"
"10136",17,4,1,4,1.0625,5,3,3,3,1,2.85,3,3,"7"
"10136",17,1,2,5,1,4,3,2,2,2,3,3,2,"7"
"10136",17,1,3,9,1,3,2,2,3,3,4,3,2,"7"
"10136",17,1,5,17,2,4,3,3,3,1,4,4,2,"7"
"10136",17,4,5,20,1.0625,5,3,2,2,2,2.85,4,2,"7"
"10136",17,1,6,21,1.0625,5,3,4,2,2,2.85,4,2,"7"
"10136",17,4,6,24,1.0625,5,3,4,2,2,2.85,4,2,"7"
"10136",17,1,7,25,2,4,3,2,3,2,4,3,2,"7"
"10136",17,4,7,28,1.0625,4,2,2,2,2,2.85,4,3,"7"
"10136",17,1,8,29,2,5,2,3,3,2,4,4,2,"7"
"10136",17,4,9,36,2,3,3,3,2,3,4,4,2,"7"
"10136",17,1,11,41,1,4,3,3,2,2,4,4,2,"7"
"10136",17,1,12,45,1,4,4,3,3,2,5,4,2,"7"
"10136",17,4,12,48,1,5,3,3,2,3,4,4,2,"7"
"10136",17,1,13,49,1,3,3,4,2,3,5,4,1,"7"
"10136",17,1,14,53,1,4,3,3,3,3,4,4,2,"7"
"10139",34,2,1,2,1,3,1,2,1,3,3,3,3,"4"
"10139",34,2,14,54,1,3,2,3,3,3,3,3,4,"4"
"10139",34,3,14,55,1,4,4,3,3,3,3,3,4,"4"
"10139",34,1,15,57,1,2,2,1,3,3,3,3,5,"4"
"10139",34,2,15,58,1,3,2,2,3,3,3,3,5,"4"
"10139",34,3,15,59,1,3,4,3,2,3,3,3,3,"4"
"10139",34,4,15,60,1,2,2,3,1,4,4,4,3,"4"
"10139",34,1,16,61,1.0625,4,4,3,2,2,2.85,2,3,"4"
"10139",34,2,16,62,1,3,1,3,2,3,3,3,3,"4"
"10139",34,2,17,66,1,3,2,3,2,5,3,4,4,"4"
"10139",34,3,17,67,1,1,2,4,1,5,4,3,2,"4"
"10139",34,1,18,69,1,2,1,4,1,5,4,5,2,"4"
"10139",34,2,18,70,1.0625,4,3,3,2,3,2.85,3,4,"4"
"10139",34,3,18,71,1,3,1,3,1,4,4,4,3,"4"
"10139",34,4,18,72,1,3,2,3,1,3,3,3,3,"4"
"10139",34,2,19,74,1,4,3,3,1,3,3,3,4,"4"
"10139",34,3,19,75,1.0625,5,2,3,2,2,2.85,3,4,"4"
"10139",34,4,19,76,1.0625,4,3,3,2,2,2.85,3,4,"4"
"10139",34,1,20,77,1,3,2,3,3,2,3,3,4,"4"
"10139",34,2,20,78,1,2,1,3,2,3,3,4,3,"4"
"10139",34,3,20,79,1,2,2,3,2,3,3,3,3,"4"
"10139",34,4,20,80,1,2,3,3,2,2,3,3,5,"4"
"10139",34,1,21,81,1,4,1,3,2,3,3,3,4,"4"
"10139",34,2,21,82,1,5,1,2,2,2,4,3,3,"4"
"10139",34,4,21,84,1.0625,3,3,3,3,3,2.85,3,3,"4"
"10139",34,2,22,86,1,5,1,1,3,3,3,3,5,"4"
"10139",34,3,22,87,1,1,3,4,2,4,4,4,4,"4"
"10139",34,4,22,88,1.0625,4,3,3,2,3,2.85,3,4,"4"
"10139",34,1,23,89,1,4,1,2,2,3,3,3,4,"4"
"10139",34,2,23,90,1,3,1,5,1,4,4,3,1,"4"
"10139",34,1,24,93,1,1,3,4,2,3,5,3,3,"4"
"10139",34,4,24,96,1,1,1,3,1,5,5,4,2,"4"
"10139",34,3,25,99,1.0625,4,4,3,2,2,2.85,3,3,"4"
"10139",34,4,28,112,1,2,2,2,1,5,5,5,3,"4"
"10139",4,1,1,0,5,2,2,4,1,3,3,5,1,"7"
"10139",4,1,1,1,1,4,3,3,2,3,3,3,3,"7"
"10139",4,4,1,4,1.0625,4,3,5,1,3,2.85,3,3,"7"
"10139",4,4,3,12,1.0625,3,3,3,1,3,2.85,3,4,"7"
"10141",25,2,1,2,1,3,2,4,2,4,3,4,1,"4"
"10141",25,4,1,4,1,3,1,4,1,5,5,5,1,"4"
"10141",25,1,2,5,1.0625,5,2,5,1,2,2.85,3,1,"4"
"10141",25,3,2,7,1,2,2,4,1,5,4,5,1,"4"
"10141",25,4,2,8,1,5,4,5,2,3,4,5,1,"4"
"10141",25,1,3,9,1,2,1,3,1,5,4,5,2,"4"
"10141",25,2,3,10,1,4,3,5,1,3,5,4,1,"4"
"10141",25,3,3,11,1,2,1,4,1,4,4,5,1,"4"
"10141",25,4,3,12,1,4,4,4,1,3,4,3,1,"4"
"10141",25,1,4,13,1,3,1,5,1,5,5,5,1,"4"
"10141",25,4,4,16,1,3,1,4,1,4,4,5,1,"4"
"10141",25,1,5,17,1.0625,5,1,4,2,3,2.85,5,2,"4"
"10141",25,2,5,18,1,2,1,2,2,5,4,5,2,"4"
"10141",25,3,5,19,1,5,3,3,2,1,2,4,2,"4"
"10141",25,3,6,23,1,1,1,3,1,5,5,5,2,"4"
"10141",25,2,7,26,2,3,2,2,4,2,4,4,1,"4"
"10141",25,4,7,28,1,3,1,3,1,5,4,5,1,"4"
"10141",25,3,9,35,1,2,3,2,2,3,4,4,3,"4"
"10141",25,2,10,38,1,5,3,3,2,2,1,5,1,"4"
